ProductName,Listing Price,Sale Price,Discount,Brand (Adidas=1 Nike=2),Rating,Reviews
1 Womens adidas Originals U_Path Run Shoes,7999,4799,40,1,4.8,18
1 Womens adidas Originals Stan Smith Shoes,7999,4799,40,1,4,47
1 Womens adidas Originals Continental 80 Shoes,7999,4799,40,1,4,23
1 Mens adidas Originals Superstar Shoes,7999,7999,0,1,4.9,38
1 Mens adidas Originals Stan Smith Shoes,7999,3999,50,1,4,85
1 Mens adidas Originals CAMPUS Low Shoes,7999,3999,50,1,2,28
1 Mens adidas Running Edge PR Shoes,7999,3999,50,1,4.2,66
1 Mens adidas Running PureBounce+ Street Shoes,7999,3999,50,1,4.5,7
1 Womens adidas Originals Sleek Super Shoes,7999,4799,40,1,4.4,71
1 Womens adidas Originals Sambarose Shoes,7999,4799,40,1,4.8,25
1 Womens Originals Sleek Super Shoes,7999,5599,30,1,2.2,96
1 WOMENS ADIDAS ORIGINALS SAMBA OG SHOES,7999,3999,50,1,0,85
1 Mens adidas Originals ZX 4000 Shoes,7999,4799,40,1,4.1,70
1 Mens adidas Originals A.R. Trainers,7999,4799,40,1,4.5,92
1 Mens adidas Running SenseBounce+ Street Shoes,7999,3999,50,1,2.7,78
1 Womens adidas Originals Sleek Zip Shoes,7999,4799,40,1,3.8,43
1 Womens ADIDAS ORIGINALS FLB_RUNNER SHOES,7999,3999,50,1,4.9,83
1 Womens adidas Originals Gazelle Shoes,7999,4799,40,1,2,94
1 Mens adidas Running Solar Blaze Shoes,7999,3999,50,1,3.3,6
1 Womens adidas Originals Superstar Shoes,7999,7999,0,1,2.4,33
1 Womens adidas Originals Tubular Shadow Shoes,7999,3999,50,1,3.3,87
1 Womens adidas Originals Continental 80 Strap Shoes,7999,4799,40,1,3.8,37
1 Womens adidas Originals Samabarose Shoes,7999,4799,40,1,4.1,34
2 Nike Mercurial Superfly 7 Academy TF,8495,5947,0,2,5,1
2 Nike Phantom Vision Academy Dynamic Fit MG,8495,5947,0,2,4,5
2 Nike Phantom Vision Academy Dynamic Fit IC,8495,6797,0,2,0,0
2 Nike Air Force 1 07 SE,8495,6797,0,2,3.6,5
1 Womens adidas Nova Run X Shoes,8599,5159,40,1,2.5,20
2 Nike TiempoX Lunar Legend VII Pro TF,8995,7197,0,2,3,1
2 Nike M2K Tekno,8995,7197,0,2,4.4,7
2 Nike Air Max Dia Icon Clash,8995,5397,0,2,4.6,23
2 Nike Free RN 5.0,8995,6297,0,2,0,0
2 Nike Mercurial Superfly 7 Academy MDS IC,8995,6297,0,2,0,0
2 Nike Air Wildwood ACG,8995,5397,0,2,3.4,7
2 Nike Free RN 5.0 AW,8995,5397,0,2,5,1
2 PG 3,8995,7197,0,2,4,19
2 Nike Air Huarache Ultra,8995,7197,0,2,4.6,12
1 Mens adidas Running PureBounce+ Clima Shoes,8999,4499,50,1,3.4,90
1 Womens adidas Originals Deerupt Runner Shoes,8999,5399,40,1,2.6,69
1 Womens adidas Originals Sambarose Zip Shoes,8999,5399,40,1,3.7,37
1 Womens Originals Continental 80 Shoes,8999,5399,40,1,4.4,81
1 Mens adidas Running 90s Valasion Shoes,8999,4499,50,1,3.5,43
2 Nike Free X Metcon 2,9995,7997,0,2,3.4,23
2 Nike Air Max 200,9995,5997,0,2,4.5,13
2 PG 3 NASA,9995,7997,0,2,3.7,11
2 Nike Air Skarn,9995,6997,0,2,4.5,2
2 Nike Air Zoom Structure 22,9995,6997,0,2,3.6,10
2 Nike Air Max 90 NS SE,9995,7997,0,2,5,2
2 Nike Odyssey React Flyknit 2,9995,5997,0,2,3.4,26
2 Nike Air Max Dia LX,9995,7997,0,2,1,1
2 Nike Air Max Dia SE,9995,5997,0,2,4.8,20
1 mens ADIDAS ORIGINALS PW HU HOLI STAN SMITH SHOES,9999,4999,50,1,3.1,49
1 WOMENS ADIDAS ORIGINALS EQT SUPPORT SOCK PRIMEKNIT SHOES,9999,4999,50,1,2.9,88
1 Mens adidas Running Solar Drive Shoes,9999,4999,50,1,3.2,50
1 Womens adidas ORIGINALS EQT RACING Low Shoes,9999,4000,60,1,3.9,34
1 WOMENS ADIDAS ORIGINALS EQT ADV RACING SHOES,9999,4999,50,1,4.2,81
2 Nike React Ianga,10995,8797,0,2,4.3,9
2 Nike Air Zoom Pegasus 36,10995,7697,0,2,4.7,3
2 Nike Huarache Type,10995,6597,0,2,4.5,2
2 Kyrie 6 Enlightenment',10995,8797,0,2,4.4,10
2 Nike Free RN Flyknit 3.0,10995,6597,0,2,4.1,13
2 Nike Vandalised,10995,7697,0,2,0,0
2 Nike Signal D/MS/X,10995,7697,0,2,2.7,3
2 Nike Vandalised LX,10995,8797,0,2,5,1
2 Nike Air Force 1 07 Premium,10995,7697,0,2,5,1
2 Nike Air Zoom Pegasus 36 Premium Rise,10995,6597,0,2,5,5
1 Womens adidas Originals Falcon Shoes,10999,6599,40,1,3.7,14
1 Mens adidas Originals Yung-1 Shoes,10999,6599,40,1,3.5,90
1 Mens adidas Originals Yung-96 Shoes,10999,6599,40,1,4.1,52
2 Nike Air Max 200 SP,11995,8397,0,2,0,0
2 Nike Odyssey React,11995,9637,0,2,4.4,27
2 LeBron Soldier 13 SFG,11995,9597,0,2,4.2,6
2 Nike React Element 55 Premium,11995,7197,0,2,5,1
2 Nike Joyride CC,11995,8397,0,2,5,4
2 Nike Zoom Rise,11995,8397,0,2,4,2
1 Womens adidas Originals Marathon Tech Shoes,11999,7199,40,1,4.4,35
1 Womens adidas ORIGINALS SUPERSTAR BOUNCE PK Low Shoes,11999,4800,60,1,3.5,51
1 Womens adidas Originals I-5923 Shoes,11999,7199,40,1,3.4,84
1 Womens adidas Originals POD-S3.1 Shoes,11999,7199,40,1,3.6,93
1 WOMENS ADIDAS ORIGINALS ARKYN PRIMEKNIT SHOES,11999,5999,50,1,3.4,9
1 Womens adidas Originals Arkyn Shoes,11999,5999,50,1,3.1,65
2 Nike Epic Phantom React Flyknit,12995,7797,0,2,4.4,12
2 Nike ACG React Terra Gobe,12995,7797,0,2,3.7,19
2 Nike Xarr,12995,9097,0,2,4.8,4
2 Nike Air Force 1 GORE-TEX ®,12995,9097,0,2,4.1,18
2 Nike Epic React Flyknit 2,12995,10397,0,2,4.1,72
2 Nike Zoom KD12 YouTube',12995,10397,0,2,4.6,5
1 Mens adidas Originals FYW S-97 Shoes,12999,7799,40,1,4.5,29
1 Unisex adidas Originals Marathon Tech Shoes,12999,7799,40,1,2.5,23
1 Womens adidas Originals NMD_R1 Shoes,12999,7799,40,1,3,76
2 Nike Air Max 95 Essential,13995,11197,0,2,0,0
2 Jordan Proto-React Z,13995,11197,0,2,4.6,5
2 Nike Air Max 270 React LX,13995,8397,0,2,0,0
2 Nike Zoom Vomero 5 SE SP,13995,11197,0,2,5,1
2 Nike Epic Phantom React Flyknit Icon Clash,13995,9797,0,2,0,0
2 LeBron 16 Low,13995,11197,0,2,4.7,17
2 Nike Epic Phantom React,13995,8397,0,2,5,3
2 Nike Air Max Tailwind IV,13995,8397,0,2,5,1
2 Nike React City,13995,9797,0,2,0,0
1 MENS ADIDAS ORIGINALS BOSTON SUPER X R1 SHOES,13999,6999,50,1,3.6,34
2 Nike Joyride Run Flyknit,14995,11997,0,2,4.4,26
2 Nike Air Max Tailwind IV SE,14995,10497,0,2,0,0
1 Womens adidas Originals NMD_Racer Primeknit Shoes,14999,7499,50,1,4.8,41
2 Nike Air Max Plus III,15995,11197,0,2,5,2
2 Nike Joyride Flyknit AW,15995,11997,0,2,0,0
2 Nike Air VaporMax 2019,15995,12797,0,2,3.8,24
2 Nike Air Max 97 Utility,15995,11197,0,2,5,1
2 Nike Air Max 97 SE,15995,12797,0,2,4.5,2
2 Nike Air Max 720 Waves,15995,11197,0,2,5,4
2 Nike Air Max Tailwind IV SP,15995,9597,0,2,3,5
2 Jordan Proto-Max 720,15995,12797,0,2,4.4,18
2 Nike Joyride Optik,15995,11197,0,2,0,0
2 Nike Air Max 98 NRG,15995,11197,0,2,0,0
2 Nike x Olivia Kim Air Max 98,15995,11197,0,2,4.5,2
2 Nike Air Max 98 LX,15995,12797,0,2,4.5,6
2 Nike x Olivia Kim Air Mowabb,15995,11197,0,2,0,0
2 Air Jordan 7 Retro,15995,11197,0,2,4.8,4
2 Jordan Air Latitude 720,15995,12797,0,2,5,1
2 Nike Zoom Pegasus Turbo 2 Rise,15995,9597,0,2,4,5
1 MENS ADIDAS ORIGINALS MICROPACER X R1 SHOES,15999,7999,50,1,0,94
1 WOMENS ADIDAS ORIGINALS NMD_R1 STLT PRIMEKNIT SHOES,15999,7999,50,1,4.7,82
2 LeBron 7,16995,13597,0,2,4.4,7
2 Nike x Undercover React,16995,13597,0,2,3.7,3
2 Nike Air Max 98,16995,10197,0,2,4.1,9
2 Air Jordan 11 Retro Low,16995,11897,0,2,4.4,25
2 Nike Air Max 97 On Air Jasmine Lasode,16995,13597,0,2,0,0
2 Nike Air VaporMax LX,16995,11897,0,2,0,0
2 Nike Air Max 720 (OBJ),16995,13597,0,2,5,5
2 Air Jordan 11 Low,16995,13597,0,2,0,0
2 Nike Air VaporMax 2019 Premium,16995,13597,0,2,5,1
2 Nike Zoom Fly SP Fast,16995,10197,0,2,0,0
2 Nike Air VaporMax SE,16995,10197,0,2,3.7,3
1 Womens ADIDAS ORIGINALS NMD_CS2 PK SHOES,16999,8499,50,1,5,56
2 Nike ISPA Air Max 720,17995,14397,0,2,3,4
2 Nike Zoom Pegasus Turbo Shield,17995,12597,0,2,4.1,11
2 Air Jordan 14 Retro,17995,14397,0,2,4.2,12
1 Unisex adidas Originals By Alexander Wang Wangbody Run Shoes,17999,8999,50,1,2.2,25
2 Air Jordan XXXIII,18995,15197,0,2,4.1,17
2 Nike Air Max FF 720,18995,13297,0,2,3.5,6
2 Nike Air Max 720 Horizon,19995,15997,0,2,0,0
1 Mens adidas Originals FuturePacer Shoes,19999,9999,50,1,3.5,1
